op,graph_name,family,tsol,dtype,physical_storage,accumulators,frontend,graph_ir,schedule_ir,tile_ir,cpu,x86,apple_cpu,apple_gpu,nvidia_sm120,rocm_gfx1151,rocm_gfx1200,rocm_gfx1250,rocm_gfx1251,gaps
memory_index_select_ste,tessera.memory_index_select_ste,indexing,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
msa_select_blocks,tessera.msa_select_blocks,indexing,no,fp32,fp32,int32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
msa_select_blocks,tessera.msa_select_blocks,indexing,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
nonzero,tessera.nonzero,indexing,no,fp32,fp32,int32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
nonzero,tessera.nonzero,indexing,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
scatter,tessera.scatter,indexing,no,fp32,fp32,int32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
scatter,tessera.scatter,indexing,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
scatter_add,tessera.scatter_add,indexing,no,fp32,fp32,int32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
scatter_add,tessera.scatter_add,indexing,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
scatter_reduce,tessera.scatter_reduce,indexing,no,fp32,fp32,int32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
scatter_reduce,tessera.scatter_reduce,indexing,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
select,tessera.select,indexing,no,fp32,fp32,int32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
select,tessera.select,indexing,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
slice,tessera.slice,indexing,no,bf16,bf16,int32,public,registered,complete,fused,unsupported,legal_only,unsupported,fused,absent,absent,absent,absent,absent,
slice,tessera.slice,indexing,no,fp16,fp16,int32,public,registered,complete,fused,unsupported,unsupported,unsupported,fused,absent,absent,absent,absent,absent,
slice,tessera.slice,indexing,no,fp32,fp32,int32,public,registered,complete,fused,reference,legal_only,reference,fused,absent,absent,absent,absent,absent,
slice,tessera.slice,indexing,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,absent,absent,absent,absent,tile/physical/direct_test
take,tessera.take,indexing,no,fp32,fp32,int32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
take,tessera.take,indexing,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
arange,tessera.arange,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
arange,tessera.arange,layout_transform,no,fp32,fp32,fp64,public,registered,complete,not_applicable,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
broadcast,tessera.broadcast,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
broadcast,tessera.broadcast,layout_transform,no,fp32,fp32,fp64,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
cast,tessera.cast,layout_transform,no,bf16,bf16,fp64,public,registered,complete,fused,unsupported,unsupported,unsupported,fused,absent,unsupported,absent,absent,absent,direct_test
cast,tessera.cast,layout_transform,no,fp16,fp16,fp64,public,registered,complete,fused,unsupported,unsupported,unsupported,fused,absent,unsupported,absent,absent,absent,direct_test
cast,tessera.cast,layout_transform,no,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,fused,absent,device_verified_jit,absent,absent,absent,
cat,tessera.cat,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
cat,tessera.cat,layout_transform,no,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
chunk,tessera.chunk,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
chunk,tessera.chunk,layout_transform,no,fp32,fp32,fp64,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
expand,tessera.expand,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
expand,tessera.expand,layout_transform,no,fp32,fp32,fp64,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
flatten,tessera.flatten,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
flatten,tessera.flatten,layout_transform,no,fp32,fp32,fp64,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
flip,tessera.flip,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
flip,tessera.flip,layout_transform,no,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
masked_fill,tessera.masked_fill,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
masked_fill,tessera.masked_fill,layout_transform,no,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
mor_partition,tessera.mor_partition,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
mor_partition,tessera.mor_partition,layout_transform,no,fp32,fp32,fp64,public,registered,complete,not_applicable,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
mor_router,tessera.mor_router,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
mor_router,tessera.mor_router,layout_transform,no,fp32,fp32,fp64,public,registered,complete,not_applicable,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
mor_scatter,tessera.mor_scatter,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
mor_scatter,tessera.mor_scatter,layout_transform,no,fp32,fp32,fp64,public,registered,complete,not_applicable,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
pack,tessera.pack,layout_transform,yes,bf16,bf16,fp64,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
pack,tessera.pack,layout_transform,yes,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
pad,tessera.pad,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
pad,tessera.pad,layout_transform,no,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
permute,tessera.permute,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
permute,tessera.permute,layout_transform,no,fp32,fp32,fp64,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
rearrange,tessera.rearrange,layout_transform,yes,bf16,bf16,fp64,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
rearrange,tessera.rearrange,layout_transform,yes,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
repeat,tessera.repeat,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
repeat,tessera.repeat,layout_transform,no,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
reshape,tessera.reshape,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
reshape,tessera.reshape,layout_transform,no,fp32,fp32,fp64,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
roll,tessera.roll,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
roll,tessera.roll,layout_transform,no,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
rope_merge,tessera.rope_merge,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
rope_merge,tessera.rope_merge,layout_transform,no,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
rope_split,tessera.rope_split,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
rope_split,tessera.rope_split,layout_transform,no,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
split,tessera.split,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
split,tessera.split,layout_transform,no,fp32,fp32,fp64,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
squeeze,tessera.squeeze,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
squeeze,tessera.squeeze,layout_transform,no,fp32,fp32,fp64,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
stack,tessera.stack,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
stack,tessera.stack,layout_transform,no,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
stop_gradient,tessera.stop_gradient,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
stop_gradient,tessera.stop_gradient,layout_transform,no,fp32,fp32,fp64,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
tile,tessera.tile,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
